transaction_id,customerID,transaction_date,service_type,amount
9982,9651-GTSAQ,2022-06-20,Add-on,616.73
9983,4989-LIXVT,2022-11-30,Internet,1177.73
9984,8706-HRADD,2023-02-28,Internet,806.7
9985,5696-EXCYS,2022-11-05,Internet,1023.6
9986,4719-UMSIY,2023-06-10,Add-on,1005.18
9987,8465-SBRXP,2023-10-23,Streaming,2932.87
9988,2123-AGEEN,2023-07-23,Internet,2300.59
9989,4318-RAJVY,2022-12-13,Add-on,2384.15
9990,0701-TJSEF,2022-10-29,Streaming,976.78
9991,1271-UODNO,2022-12-13,Add-on,201.48
9992,4194-WHFCB,2023-02-12,Add-on,362.84
9993,7392-YYPYJ,2022-05-13,Internet,1748.4
9994,9499-XPZXM,2023-11-13,Streaming,999.35
9995,7161-DFHUF,2023-09-06,Add-on,740.27
9996,0940-OUQEC,2022-04-16,Add-on,338.99
9997,1845-CSBRZ,2022-06-20,Add-on,2652.47
9998,3312-ZWLGF,2023-10-02,Add-on,1880.36
9999,7074-IEVOJ,2022-09-07,Internet,500.65
10000,3178-CIFOT,2023-06-28,Add-on,2345.93
10001,4597-ELFTS,2023-12-29,Streaming,2316.31
10002,9578-VRMNM,2022-09-19,Phone,1010.33
10003,3486-NPGST,2023-05-09,Streaming,727.6
10004,0980-FEXWF,2022-09-01,Add-on,2479.15
10005,2782-LFZVW,2023-03-27,Add-on,1122.78
10006,5159-YFPKQ,2022-10-17,Streaming,2572.8
10007,1399-UBQIU,2022-09-20,Phone,322.22
10008,7013-PSXHK,2022-11-10,Internet,1598.01
10009,9820-RMCQV,2022-03-26,Phone,702.87
10010,7639-SUPCW,2023-02-19,Phone,2081.73
10011,0815-MFZGM,2022-11-25,Phone,2992.2
10012,2974-GGUXS,2022-02-14,Streaming,1355.03
10013,1357-BIJKI,2022-11-29,Phone,480.87
10014,5600-PDUJF,2023-04-10,Internet,1089.48
10015,3363-EWLGO,2022-07-19,Add-on,2696.22
10016,8644-XYTSV,2022-07-20,Streaming,2344.13
10017,1685-VAYJF,2022-11-25,Streaming,850.19
10018,2889-FPWRM,2023-11-11,Phone,2870.08
10019,6578-KRMAW,2022-08-28,Add-on,1942.13
10020,7486-KSRVI,2023-12-03,Add-on,670.54
10021,7338-ERIVA,2023-08-06,Add-on,1802.5
10022,0430-IHCDJ,2023-10-19,Streaming,1463.58
10023,4782-OSFXZ,2022-12-25,Internet,2495.15
10024,7234-FECYN,2023-12-22,Add-on,1163.65
10025,7173-TETGO,2022-12-26,Streaming,2649.94
10026,4635-EJYPD,2023-01-13,Phone,2473.52
10027,6974-DAFLI,2023-01-20,Add-on,2088.89
10028,4933-IKULF,2023-12-21,Phone,924.1
10029,4859-ZSRDZ,2023-04-10,Add-on,2916.92
10030,1116-FRYVH,2022-08-10,Phone,1736.27
10031,9480-BQJEI,2023-11-06,Streaming,2741.04
10032,4289-DTDKW,2022-12-31,Phone,804.04
10033,1875-QIVME,2022-03-13,Streaming,2953.46
10034,2509-TFPJU,2022-08-28,Phone,2484.97
10035,3724-UCSHY,2023-05-19,Phone,2857.84
10036,2969-VAPYH,2023-02-18,Phone,794.62
10037,5345-BMKWB,2022-05-07,Add-on,1405.84
10038,7176-WIONM,2023-05-02,Internet,473.37
10039,8050-WYBND,2023-08-20,Internet,583.51
10040,9490-DFPMD,2023-06-11,Add-on,995.08
10041,3312-ZWLGF,2022-09-05,Phone,2864.55
10042,5067-XJQFU,2023-04-27,Phone,2068.14
10043,3452-ABWRL,2022-11-08,Add-on,1080.97
10044,5392-AKEMH,2023-03-20,Streaming,2872.81
10045,7073-QETQY,2022-10-10,Streaming,2271.25
10046,7817-OMJNA,2022-01-02,Add-on,2739.54
10047,4979-HPRFL,2022-03-15,Internet,2796.22
10048,4957-TREIR,2022-03-05,Streaming,2302.16
10049,6773-LQTVT,2022-12-13,Add-on,880.77
10050,9430-FRQOC,2022-11-20,Streaming,2990.45
10051,6332-FBZRI,2022-08-27,Add-on,1110.25
10052,4892-VLANZ,2023-02-01,Streaming,2080.78
10053,3096-IZETN,2022-12-03,Streaming,2565.47
10054,5469-CTCWN,2022-12-07,Add-on,690.42
10055,4661-NJEUX,2022-10-06,Internet,1905.32
10056,6372-RFVNS,2022-12-19,Internet,1250.48
10057,3120-FAZKD,2023-04-08,Streaming,884.01
10058,6326-MTTXK,2023-04-07,Streaming,232.96
10059,3061-BCKYI,2023-12-14,Internet,2641.53
10060,1557-EMYVT,2022-10-20,Add-on,580.47
10061,2946-KIQSP,2023-02-11,Phone,2658.73
10062,0193-ESZXP,2022-06-11,Streaming,1881.93
10063,1213-NGCUN,2023-05-18,Phone,1938.96
10064,2239-JALAW,2023-03-24,Streaming,2520.23
10065,9917-KWRBE,2023-11-26,Internet,1626.44
10066,8217-QYOHV,2023-03-31,Add-on,1200.4
10067,7771-CFQRQ,2022-09-22,Streaming,588.66
10068,2250-IVBWA,2022-05-12,Phone,1797.16
10069,3753-TSEMP,2022-04-30,Internet,1748.87
10070,7427-AUFPY,2022-08-07,Streaming,1022.91
10071,6145-NNPNO,2023-02-21,Add-on,1880.16
10072,9600-UDOPK,2023-11-03,Streaming,1430.23
10073,9281-PKKZE,2023-05-20,Add-on,2455.48
10074,1208-NBVFH,2022-10-27,Add-on,1766.56
10075,4231-LZUYM,2022-04-19,Internet,2814.3
10076,8208-EUMTE,2022-08-26,Streaming,1650.35
10077,2023-VQFDL,2022-10-20,Add-on,2684.99
10078,9396-ZSFLL,2023-08-02,Internet,1657.47
10079,9904-EHEVJ,2022-07-06,Streaming,1762.5
10080,2896-TBNBE,2022-02-05,Add-on,1227.06
10081,3540-RZJYU,2023-07-15,Internet,1320.47
10082,7632-YUTXB,2022-09-13,Streaming,2812.68
10083,6674-KVJHG,2023-03-11,Add-on,825.19
10084,7328-OWMOM,2023-09-11,Internet,540.08
10085,4821-SJHJV,2022-01-08,Internet,2524.59
10086,3552-CTCYF,2022-06-27,Streaming,1815.35
10087,1518-OMDIK,2022-08-30,Internet,997.01
10088,2519-FAKOD,2022-02-10,Streaming,1410.72
10089,5846-ABOBJ,2022-12-23,Streaming,1669.73
10090,2782-LFZVW,2022-04-23,Add-on,1857.99
10091,8800-ZKRFW,2022-06-15,Streaming,2498.94
10092,1478-VPOAD,2023-05-19,Internet,1304.19
10093,0264-CNITK,2022-03-19,Streaming,2094.21
10094,0106-UGRDO,2023-12-20,Add-on,2537.35
10095,7722-VJRQD,2022-07-15,Internet,2562.57
10096,0853-NWIFK,2023-02-06,Add-on,911.89
10097,5989-OMNJE,2022-03-05,Phone,1180.48
10098,2568-OIADY,2023-10-14,Add-on,1865.74
10099,3976-BWUCK,2023-03-01,Phone,2680.16
10100,1273-MTETI,2022-02-11,Phone,2413.25
10101,5914-GXMDA,2023-01-08,Streaming,1835.1
10102,5951-AOFIH,2022-11-02,Internet,2954.45
10103,9150-HEPMB,2022-07-28,Streaming,1429.16
10104,3452-SRFEG,2023-04-12,Internet,2558.86
10105,6928-ONTRW,2022-10-31,Add-on,2491.58
10106,7396-VJUZB,2023-08-08,Phone,2742.51
10107,3061-BCKYI,2023-01-27,Phone,2965.5
10108,2220-IAHLS,2022-06-02,Phone,1587.95
10109,9450-TRJUU,2023-10-09,Add-on,747.76
10110,3946-MHCZW,2022-12-28,Add-on,1490.51
10111,5022-KVDQT,2022-09-21,Streaming,2590.88
10112,2230-XTUWL,2022-08-04,Streaming,2541.1
10113,5485-WUYWF,2023-12-22,Internet,1140.72
10114,8818-DOPVL,2023-12-17,Internet,332.46
10115,6873-UDNLD,2023-09-14,Phone,1627.56
10116,4700-UBQMV,2023-06-27,Add-on,1527.48
10117,9069-LGEUL,2023-06-08,Add-on,440.14
10118,3571-DPYUH,2023-10-01,Streaming,2425.69
10119,2673-ZALNP,2022-07-13,Streaming,994.05
10120,8468-EHYJA,2023-10-14,Internet,2008.11
10121,4488-KQFDT,2022-01-27,Internet,484.17
10122,8285-ABVLB,2022-02-15,Streaming,2609.97
10123,4290-BSXUX,2023-10-09,Streaming,2269.97
10124,5982-PSMKW,2022-02-27,Add-on,1287.58
10125,0716-BQNDX,2022-01-13,Internet,1962.57
10126,7978-DKUQH,2023-09-04,Streaming,724.87
10127,6848-HJTXY,2022-02-18,Streaming,2959.18
10128,8232-UTFOZ,2022-04-04,Phone,2429.1
10129,2160-GPFXD,2023-08-30,Streaming,2409.03
10130,5124-EOGYE,2023-10-19,Streaming,629.46
10131,6416-TVAIH,2023-08-07,Add-on,249.65
10132,1442-BQPVU,2023-03-27,Streaming,1839.04
10133,1796-JANOW,2023-01-14,Internet,603.54
10134,6519-ZHPXP,2022-01-10,Phone,2385.21
10135,4465-VDKIQ,2023-11-05,Add-on,1365.01
10136,3426-NIYYL,2023-12-27,Internet,1148.06
10137,5049-GLYVG,2023-05-31,Phone,406.22
10138,6257-DTAYD,2022-08-12,Phone,2988.98
10139,9185-TQCVP,2023-01-16,Streaming,2876.83
10140,7279-BUYWN,2023-06-25,Phone,568.47
10141,3982-JGSFD,2022-10-29,Phone,1131.87
10142,2155-AMQRX,2022-07-22,Streaming,1294.21
10143,5797-APWZC,2023-08-12,Add-on,1031.04
10144,6286-ZHAOK,2023-07-25,Streaming,2816.51
10145,3481-JHUZH,2022-07-15,Add-on,2219.76
10146,1725-IQNIY,2022-11-18,Phone,2876.57
10147,4526-RMTLL,2023-02-22,Internet,2648.62
10148,4830-FAXFM,2023-09-11,Add-on,2312.72
10149,8601-QACRS,2022-12-08,Add-on,2151.51
10150,9964-WBQDJ,2023-01-24,Add-on,2625.25
10151,1410-RSCMR,2022-01-09,Add-on,2115.62
10152,4716-MRVEN,2023-06-16,Phone,728.42
10153,2920-RNCEZ,2022-05-29,Internet,2014.75
10154,1934-MKPXS,2023-01-18,Add-on,1642.0
10155,7839-QRKXN,2023-06-13,Internet,2949.31
10156,1790-NESIO,2022-01-12,Phone,1627.9
10157,5716-LIBJC,2023-04-21,Add-on,307.67
10158,0822-GAVAP,2023-08-17,Internet,939.73
10159,6180-YBIQI,2023-08-02,Add-on,2768.67
10160,5828-AVIPD,2023-10-07,Add-on,2894.6
10161,5729-KLZAR,2022-02-22,Phone,2239.8
10162,7449-HVPIV,2023-03-12,Add-on,359.22
10163,9572-MTILT,2022-07-25,Internet,265.92
10164,7439-DKZTW,2022-02-23,Internet,1542.87
10165,7136-IHZJA,2023-08-03,Phone,2999.08
10166,6967-PEJLL,2023-05-05,Streaming,2634.03
10167,9402-CXWPL,2022-12-10,Streaming,2812.7
10168,8623-ULFNQ,2022-06-18,Phone,1945.92
10169,9058-CBREO,2022-06-10,Phone,2605.55
10170,1689-YQBYY,2023-06-11,Streaming,1095.16
10171,5482-VXSXJ,2023-12-04,Streaming,276.62
10172,8999-EXMNO,2023-06-11,Internet,2771.1
10173,0266-CLZKZ,2022-10-14,Internet,811.61
10174,7977-HXJKU,2023-02-16,Internet,2239.76
10175,1384-RCUXW,2023-06-06,Streaming,2045.11
10176,1157-BQCUW,2023-07-23,Phone,642.86
10177,2607-DHDAK,2022-07-18,Add-on,748.18
10178,6311-UEUME,2022-06-10,Internet,1121.4
10179,4081-DYXAV,2023-01-24,Add-on,2319.41
10180,1200-TUZHR,2023-04-19,Phone,309.88
10181,9795-SHUHB,2023-01-16,Streaming,1339.79
10182,3841-CONLJ,2023-09-23,Internet,2062.32
10183,4871-JTKJF,2023-08-15,Streaming,680.12
10184,6115-ZTBFQ,2022-05-04,Phone,534.37
10185,4625-XMOYM,2022-03-13,Internet,1292.59
10186,1241-EZFMJ,2022-06-17,Phone,1002.37
10187,6680-WKXRZ,2022-10-11,Phone,2017.47
10188,5839-SUYVZ,2023-05-09,Internet,2914.79
10189,2346-DJQTB,2022-02-05,Add-on,212.51
10190,5641-DMBFJ,2022-06-24,Internet,2726.66
10191,1302-TPUBN,2022-07-18,Streaming,1413.02
10192,5651-WYIPH,2022-04-26,Add-on,2059.22
10193,1656-DRSMG,2022-11-11,Internet,2582.88
10194,4201-JMNGR,2022-08-08,Internet,1805.68
10195,4075-JFPGR,2023-08-01,Internet,472.47
10196,3794-NFNCH,2022-05-14,Internet,593.67
10197,0191-ZHSKZ,2023-09-23,Internet,2409.98
10198,6692-YQHXC,2022-05-02,Streaming,841.48
10199,0678-RLHVP,2023-02-25,Phone,1793.31
10200,5923-GXUOC,2023-05-07,Streaming,1398.63
10201,6778-JFCMK,2023-08-22,Phone,1050.19
10202,7721-DVEKZ,2022-10-16,Internet,2403.51
10203,8268-YDIXR,2023-10-11,Streaming,2247.41
10204,5439-WIKXB,2022-02-22,Phone,2009.1
10205,8993-PHFWD,2022-07-24,Phone,1243.48
10206,5134-IKDAY,2022-12-14,Internet,834.12
10207,1657-DYMBM,2022-02-20,Internet,1644.51
10208,7341-LXCAF,2022-02-09,Add-on,2487.89
10209,7923-IYJWY,2022-09-07,Add-on,1811.86
10210,3259-QMXUN,2022-08-06,Phone,2916.39
10211,6942-LBFDP,2022-06-28,Add-on,243.22
10212,7285-KLOTR,2023-07-05,Streaming,2995.37
10213,2619-WFQWU,2022-07-02,Phone,2135.95
10214,6993-YGFJV,2022-06-13,Streaming,2531.49
10215,6322-PJJDJ,2023-01-12,Add-on,1137.87
10216,7816-VGHTO,2023-12-06,Streaming,1623.36
10217,5697-GOMBF,2023-05-12,Phone,2431.57
10218,3703-TTEPD,2023-08-20,Streaming,2329.82
10219,2225-ZRGSG,2023-04-06,Phone,1135.3
10220,6416-TVAIH,2023-04-19,Add-on,1108.35
10221,8180-AKMJV,2023-11-16,Phone,2055.87
10222,1047-RNXZV,2022-02-06,Add-on,2814.25
10223,1091-SOZGA,2023-08-22,Internet,1428.6
10224,8469-SNFFH,2023-10-03,Add-on,1188.24
10225,9107-UKCKY,2023-12-07,Phone,2705.12
10226,9117-SHLZX,2022-11-15,Phone,2112.56
10227,7602-DBTOU,2023-07-09,Internet,1287.17
10228,9753-OYLBX,2023-02-16,Internet,360.37
10229,0983-TATYJ,2022-12-22,Add-on,2220.17
10230,7228-PAQPD,2023-11-02,Streaming,1188.08
10231,8792-AOROI,2023-09-09,Streaming,397.59
10232,0231-LXVAP,2022-08-17,Internet,1914.41
10233,2379-GYFLQ,2023-12-30,Add-on,1104.42
10234,1370-GGAWX,2022-09-21,Internet,1147.68
10235,5115-GZDEL,2023-05-02,Internet,1541.68
10236,9788-YTFGE,2023-07-15,Phone,2208.93
10237,0455-ENTCR,2022-12-18,Phone,973.73
10238,7272-QDCKA,2023-03-18,Phone,426.65
10239,4652-ODEVH,2023-09-27,Internet,1388.39
10240,4572-DVCGN,2023-04-04,Add-on,353.79
10241,0307-BCOPK,2022-01-25,Streaming,2152.35
10242,2984-AFWNC,2022-05-11,Streaming,2885.88
10243,8015-IHCGW,2023-01-05,Phone,2044.52
10244,2242-MFOTG,2023-03-12,Add-on,971.09
10245,5248-YGIJN,2022-08-12,Phone,708.77
10246,1401-FTHFQ,2023-09-03,Add-on,851.79
10247,4816-OKWNX,2022-12-18,Add-on,820.51
10248,4065-JJAVA,2023-04-30,Add-on,1078.73
10249,1942-OQFRW,2022-07-16,Internet,472.57
10250,9146-JRIOX,2022-04-19,Add-on,2708.01
10251,6161-UUUTA,2022-08-08,Internet,2678.34
10252,8080-POTJR,2023-12-21,Streaming,1922.66
10253,8272-ONJLV,2022-11-15,Streaming,373.38
10254,2985-JUUBZ,2022-03-23,Internet,2451.2
10255,2077-MPJQO,2023-06-21,Streaming,373.01
10256,7064-FRRSW,2023-11-29,Streaming,497.98
10257,7754-IXRMC,2023-03-08,Phone,1110.83
10258,8053-WWDRO,2022-01-08,Internet,1408.12
10259,7233-DRTRF,2023-09-28,Internet,1190.89
10260,3373-DIUUN,2022-05-29,Internet,662.64
10261,0139-IVFJG,2022-04-08,Phone,513.96
10262,3137-NYQQI,2023-12-29,Internet,2606.36
10263,3489-HHPFY,2022-04-11,Streaming,1216.91
10264,5565-FILXA,2023-12-31,Add-on,812.08
10265,2055-BFOCC,2023-01-02,Phone,1563.58
10266,5197-YPYBZ,2023-04-07,Phone,303.11
10267,2361-FJWNO,2023-02-18,Internet,1880.79
10268,2660-EMUBI,2022-09-16,Add-on,895.77
10269,7979-CORPM,2022-12-22,Add-on,1874.95
10270,3932-IJWDZ,2022-01-11,Add-on,1919.55
10271,7130-YXBRO,2023-02-20,Streaming,2465.83
10272,8387-UGUSU,2023-07-25,Add-on,843.73
10273,7693-LCKZL,2022-09-07,Internet,1497.7
10274,5130-YPIRV,2023-10-14,Streaming,2893.28
10275,2952-QAYZF,2023-07-04,Add-on,2235.95
10276,6304-IJFSQ,2022-05-02,Internet,2930.96
10277,7130-CTCUS,2022-03-06,Streaming,2796.62
10278,4859-ZSRDZ,2023-10-20,Streaming,1910.1
10279,0233-FTHAV,2022-10-29,Add-on,939.0
10280,2885-HIJDH,2022-05-05,Streaming,2319.39
10281,8714-EUHJO,2022-11-08,Phone,2154.73
10282,2718-GAXQD,2022-07-10,Internet,1848.89
10283,7767-UXAGJ,2023-03-26,Add-on,2153.92
10284,6980-CDGFC,2023-11-25,Internet,1918.04
10285,1139-WUOAH,2022-06-08,Internet,1654.26
10286,2114-MGINA,2022-12-19,Phone,1364.68
10287,8070-AAWZP,2023-11-05,Streaming,325.18
10288,9224-VTYID,2022-09-20,Phone,2623.93
10289,5791-KAJFD,2023-12-30,Phone,2623.51
10290,4572-DVCGN,2023-02-10,Streaming,1863.33
10291,3223-DWFIO,2023-11-24,Add-on,950.08
10292,5443-SCMKX,2023-08-26,Internet,278.77
10293,1236-WFCDV,2022-01-17,Add-on,204.0
10294,4283-FUTGF,2023-09-29,Add-on,404.14
10295,1139-WUOAH,2022-09-17,Phone,1207.68
10296,5480-TBGPH,2022-12-21,Streaming,727.51
10297,9137-NOQKA,2023-05-04,Streaming,942.16
10298,5091-HFAZW,2022-08-02,Internet,2159.05
10299,9692-TUSXH,2022-08-27,Streaming,2885.62
10300,2673-CXQEU,2022-06-29,Add-on,778.97
10301,1455-ESIQH,2023-02-23,Streaming,1503.8
10302,4641-FROLU,2023-11-15,Streaming,2976.14
10303,7354-OIJLX,2022-05-23,Add-on,2808.69
10304,3866-MDTUB,2022-11-13,Internet,1186.49
10305,9548-ZMVTX,2022-09-01,Internet,1095.13
10306,2770-NSVDG,2022-08-20,Add-on,878.08
10307,4529-CKBCL,2023-11-15,Streaming,635.13
10308,5519-NPHVG,2023-08-12,Streaming,1488.15
10309,4349-GFQHK,2022-10-30,Internet,1155.14
10310,0224-RLWWD,2022-11-27,Internet,2285.55
10311,9397-TZSHA,2023-07-15,Internet,863.23
10312,8430-TWCBX,2022-09-05,Phone,2261.73
10313,1028-FFNJK,2022-10-10,Internet,1006.81
10314,6543-CPZMK,2022-10-14,Streaming,1859.64
10315,0221-NAUXK,2022-02-01,Internet,1987.6
10316,1328-EUZHC,2023-05-15,Streaming,2080.99
10317,7354-OIJLX,2023-11-01,Streaming,690.95
10318,2634-HCZGT,2023-06-14,Streaming,991.59
10319,6752-APNJL,2023-01-16,Internet,889.12
10320,3276-HDUEG,2022-03-04,Internet,1813.25
10321,3795-CAWEX,2022-05-08,Add-on,412.09
10322,6656-JWRQX,2023-06-12,Internet,1651.12
10323,8571-ZCMCX,2022-06-12,Internet,444.91
10324,5066-GFJMM,2022-09-08,Internet,1143.76
10325,8778-LMWTJ,2023-10-11,Phone,2122.78
10326,3841-NFECX,2022-10-22,Internet,1355.18
10327,9289-LBQVU,2022-06-28,Phone,984.96
10328,7521-YXVZY,2022-08-17,Streaming,1924.4
10329,5115-GZDEL,2023-01-29,Streaming,2272.75
10330,6537-QLGEX,2023-11-23,Streaming,912.84
10331,6464-KEXXH,2023-01-31,Streaming,1038.32
10332,9426-SXNHE,2022-03-13,Phone,1992.82
10333,6584-VQMYT,2022-11-14,Phone,2902.63
10334,1937-OTUKY,2023-08-18,Streaming,798.84
10335,6963-KQYQB,2023-01-14,Internet,2031.89
10336,9313-CDOGY,2022-05-16,Streaming,2738.45
10337,7861-UVUFT,2023-12-31,Streaming,1493.51
10338,4455-BFSPD,2023-09-13,Phone,1087.16
10339,0835-DUUIQ,2023-01-13,Streaming,2067.24
10340,6035-BXTTY,2022-04-29,Phone,288.01
10341,7780-OTDSO,2023-06-14,Add-on,1208.45
10342,5549-ZGHFB,2023-10-28,Phone,922.33
10343,2208-UGTGR,2023-06-07,Streaming,828.94
10344,2085-JVGAD,2023-10-12,Internet,703.33
10345,8305-VHZBZ,2023-01-22,Phone,2263.78
10346,7338-ERIVA,2023-07-28,Phone,2874.28
10347,8566-YPRGL,2023-08-06,Phone,1277.36
10348,8189-HBVRW,2023-07-27,Streaming,337.49
10349,3043-TYBNO,2023-10-06,Streaming,2212.95
10350,8329-IBCTI,2023-07-27,Phone,1706.97
10351,0256-LTHVJ,2022-09-26,Internet,2226.2
10352,0107-YHINA,2023-06-08,Streaming,2014.13
10353,2481-SBOYW,2023-07-01,Internet,2735.22
10354,7295-JOMMD,2023-05-01,Add-on,593.23
10355,0115-TFERT,2023-03-14,Internet,673.65
10356,2568-OIADY,2023-07-17,Streaming,1156.39
10357,8091-TTVAX,2023-07-09,Phone,1575.89
10358,7008-LZVOZ,2022-04-21,Add-on,2792.0
10359,7471-WNSUF,2022-11-18,Internet,2739.5
10360,0264-CNITK,2023-06-11,Phone,2641.24
10361,0141-YEAYS,2022-06-26,Add-on,823.08
10362,9831-BPFRI,2023-11-05,Internet,2243.09
10363,5448-VWNAM,2023-07-05,Phone,1273.78
10364,6656-JWRQX,2023-06-22,Add-on,2807.31
10365,1428-IEDPR,2023-09-16,Streaming,800.7
10366,1087-GRUYI,2023-04-18,Internet,595.52
10367,2040-VZIKE,2023-07-17,Internet,2558.68
10368,7067-KSAZT,2023-01-23,Add-on,2207.34
10369,7815-PDTHL,2022-04-08,Internet,2499.98
10370,9500-LTVBP,2023-02-15,Phone,642.24
10371,1465-WCZVT,2023-01-10,Internet,2677.42
10372,5226-NOZFC,2022-06-19,Internet,2097.34
10373,8869-LIHMK,2022-02-25,Phone,2024.37
10374,5777-KJIRB,2022-11-21,Phone,1831.23
10375,7030-FZTFM,2023-10-20,Streaming,2341.65
10376,0853-TWRVK,2022-09-17,Phone,1363.7
10377,7395-IGJOS,2023-10-03,Internet,571.9
10378,2519-LBNQL,2023-07-16,Add-on,1709.94
10379,0902-RFHOF,2022-12-06,Internet,2294.69
10380,2506-CLAKW,2023-02-08,Streaming,630.21
10381,5110-CHOPY,2023-06-16,Add-on,827.26
10382,4195-NZGTA,2022-06-23,Streaming,2150.33
10383,7218-HKQFK,2023-06-22,Internet,955.02
10384,5857-XRECV,2022-06-09,Phone,675.83
10385,0816-TSPHQ,2022-01-10,Add-on,2690.3
10386,0550-DCXLH,2023-08-17,Internet,650.51
10387,9498-FIMXL,2022-09-13,Add-on,1163.62
10388,0402-CQAJN,2023-09-09,Streaming,1399.6
10389,3580-HYCSP,2023-10-14,Internet,1533.19
10390,2325-WINES,2023-12-15,Add-on,1211.67
10391,0811-GSDTP,2022-12-10,Internet,2755.11
10392,2101-RANCD,2023-06-20,Internet,2044.15
10393,6786-OBWQR,2023-01-08,Streaming,1206.59
10394,4822-LPTYJ,2023-03-11,Streaming,1201.62
10395,5027-QPKTE,2022-02-15,Streaming,1608.27
10396,3665-JATSN,2023-12-30,Phone,294.26
10397,5644-PDMZC,2022-02-24,Add-on,2794.6
10398,7269-JISCY,2022-03-19,Streaming,825.27
10399,0816-TSPHQ,2023-05-06,Phone,2153.26
10400,4086-WITJG,2023-11-02,Phone,2377.62
10401,5074-FBGHB,2022-09-29,Add-on,2516.67
10402,7072-MBHEV,2023-10-22,Add-on,663.8
10403,8295-FHIVV,2023-07-04,Streaming,1702.74
10404,5850-BDWCY,2022-04-21,Phone,434.29
10405,6419-ZTTLE,2022-01-15,Add-on,2453.42
10406,9957-YODKZ,2022-03-19,Add-on,1562.06
10407,3174-AKMAS,2023-05-16,Add-on,643.77
10408,6199-IPCAO,2023-08-11,Add-on,2212.3
10409,0422-UXFAP,2023-02-22,Phone,1127.28
10410,2582-FFFZR,2022-10-02,Internet,520.62
10411,8818-DOPVL,2023-05-09,Add-on,1491.01
10412,4299-OPXEJ,2022-07-16,Phone,858.69
10413,8050-WYBND,2023-01-11,Add-on,2860.62
10414,6435-VWCCY,2022-03-04,Phone,1211.81
10415,2150-UWTFY,2022-12-27,Streaming,1802.87
10416,7881-INRLC,2023-06-28,Internet,2855.41
10417,0626-QXNGV,2022-04-20,Phone,1302.42
10418,1345-ZUKID,2023-11-08,Phone,1202.76
10419,5572-ZDXHY,2022-07-13,Phone,654.74
10420,6904-JLBGY,2023-06-03,Add-on,2827.25
10421,3571-DPYUH,2023-10-13,Streaming,2442.09
10422,1336-EZFZY,2023-04-04,Add-on,818.83
10423,7460-ITWWP,2022-10-28,Streaming,1131.49
10424,8822-KNBHV,2023-07-22,Internet,2761.75
10425,1121-QSIVB,2023-11-03,Add-on,1704.38
10426,7134-HBPBS,2023-05-11,Phone,1757.74
10427,7921-LMDFQ,2022-05-29,Internet,2014.8
10428,6508-NJYRO,2023-04-06,Add-on,2334.06
10429,0643-OKLRP,2022-05-19,Streaming,2830.0
10430,2181-UAESM,2022-10-19,Add-on,2446.23
10431,3992-YWPKO,2022-12-01,Add-on,2816.74
10432,2277-AXSDC,2023-11-30,Phone,2497.71
10433,3106-ULWFW,2022-07-03,Phone,330.02
10434,0876-WDUUZ,2022-11-03,Internet,529.1
10435,8097-VBQTZ,2022-09-19,Phone,2677.7
10436,0187-WZNAB,2022-11-06,Add-on,277.55
10437,5365-LLFYV,2022-12-10,Add-on,2423.69
10438,5387-ASZNZ,2023-02-28,Streaming,2579.56
10439,7872-RDDLZ,2023-10-19,Add-on,1363.3
10440,1965-AKTSX,2023-05-29,Internet,1193.59
10441,6339-DKLMK,2023-06-08,Internet,744.33
10442,5666-CYCYZ,2022-09-18,Phone,336.97
10443,9565-AXSMR,2022-12-28,Streaming,2287.07
10444,3118-UHVVQ,2022-06-18,Add-on,406.44
10445,2007-QVGAW,2023-10-22,Phone,2845.07
10446,9039-ZVJDC,2022-07-19,Add-on,1030.88
10447,6147-CBCRA,2023-01-20,Internet,2423.88
10448,4646-QZXTF,2022-11-08,Internet,367.11
10449,0862-PRCBS,2023-08-05,Streaming,1701.58
10450,8735-IJJEG,2022-11-08,Add-on,1177.48
10451,9675-ICXCT,2023-07-20,Add-on,284.0
10452,0725-CXOTM,2023-01-30,Internet,2036.24
10453,9313-QOLTZ,2022-12-17,Streaming,2840.86
10454,6599-GZWCM,2022-01-28,Phone,230.11
10455,4636-JGAAI,2023-09-24,Streaming,957.22
10456,7277-KAMWT,2022-05-13,Phone,2170.1
10457,2804-ETQDK,2023-01-15,Phone,2639.51
10458,0962-CQPWQ,2023-08-25,Internet,734.18
10459,0719-SYFRB,2023-06-12,Phone,398.01
10460,4140-WJAWW,2022-10-14,Add-on,224.2
10461,0392-BZIUW,2022-10-11,Internet,802.58
10462,7718-UPSKJ,2023-10-11,Streaming,399.69
10463,9950-MTGYX,2022-08-15,Streaming,1206.27
10464,1324-NLTJE,2023-03-03,Phone,1432.35
10465,3224-DFQNQ,2022-01-27,Add-on,1543.79
10466,2043-WVTQJ,2022-11-28,Streaming,598.52
10467,1910-FMXJM,2022-04-27,Phone,1499.17
10468,7416-CKTEP,2022-03-30,Streaming,225.34
10469,5808-TOTXO,2023-09-11,Add-on,870.38
10470,6773-LQTVT,2022-05-02,Phone,1233.44
10471,9861-PDSZP,2022-02-02,Add-on,531.38
10472,3647-GMGDH,2023-08-26,Phone,2479.21
10473,8329-GWVPJ,2023-11-27,Add-on,763.39
10474,6248-TKCQV,2023-02-02,Streaming,2313.69
10475,9258-CNWAC,2023-06-09,Streaming,1526.9
